cgpa,internships,projects,certifications,hackathons,aptitude_score,communication_score,branch,degree,skills,resume_text,placed
6.99,3,1,3,1,59.5,68.5,CSE,B.Sc,"fastapi, feature engineering, git, numpy, xgboost","Built projects using fastapi, feature engineering, git, numpy, xgboost. Completed 1 projects, 3 internships, and worked on model evaluation.",0
7.37,2,2,2,1,88.9,58.1,Civil,B.Sc,"cloud, deep learning, excel, machine learning, power bi, python, tableau, xgboost","Built projects using cloud, deep learning, excel, machine learning, power bi, python. Completed 2 projects, 2 internships, and worked on model evaluation.",1
7.54,0,2,2,0,72.2,61.6,Civil,B.Tech,"cloud, data cleaning, excel, git, linux, nlp, statistics, xgboost","Built projects using cloud, data cleaning, excel, git, linux, nlp. Completed 2 projects, 0 internships, and worked on model evaluation.",0
7.61,0,7,0,0,77.0,56.6,EEE,B.Tech,"excel, fastapi, git, linux, machine learning, numpy, opencv, sql","Built projects using excel, fastapi, git, linux, machine learning, numpy. Completed 7 projects, 0 internships, and worked on model evaluation.",0
5.32,0,4,2,0,67.4,45.5,ME,B.Sc,"linux, pandas, power bi, sql, statistics, streamlit","Built projects using linux, pandas, power bi, sql, statistics, streamlit. Completed 4 projects, 0 internships, and worked on model evaluation.",0
7.98,2,3,3,2,78.5,61.0,ECE,MCA,"docker, nlp, opencv, pandas, power bi, python","Built projects using docker, nlp, opencv, pandas, power bi, python. Completed 3 projects, 2 internships, and worked on model evaluation.",1
8.28,1,2,3,1,49.3,52.6,AI&DS,MCA,"fastapi, feature engineering, git, linux, nlp, sql, streamlit, xgboost","Built projects using fastapi, feature engineering, git, linux, nlp, sql. Completed 2 projects, 1 internships, and worked on model evaluation.",1
6.62,0,2,2,2,66.1,54.6,ECE,B.Tech,"cloud, data cleaning, excel, opencv, power bi, python, streamlit, tableau, xgboost","Built projects using cloud, data cleaning, excel, opencv, power bi, python. Completed 2 projects, 0 internships, and worked on model evaluation.",0
6.54,2,0,1,1,71.4,72.5,ECE,M.Tech,"cloud, deep learning, fastapi, linux, machine learning, scikit-learn, xgboost","Built projects using cloud, deep learning, fastapi, linux, machine learning, scikit-learn. Completed 0 projects, 2 internships, and worked on model evaluation.",0
6.68,3,2,1,1,60.1,80.5,EEE,B.Sc,"docker, feature engineering, git, java, linux, model deployment, opencv, scikit-learn, statistics, tableau","Built projects using docker, feature engineering, git, java, linux, model deployment. Completed 2 projects, 3 internships, and worked on model evaluation.",1
6.86,2,5,2,1,75.9,56.0,ME,MCA,"data cleaning, docker, fastapi, git, numpy, pandas, streamlit, tableau","Built projects using data cleaning, docker, fastapi, git, numpy, pandas. Completed 5 projects, 2 internships, and worked on model evaluation.",1
8.57,2,5,1,2,67.5,73.3,AI&DS,MCA,"docker, git, power bi","Built projects using docker, git, power bi. Completed 5 projects, 2 internships, and worked on model evaluation.",1
6.95,3,0,1,1,65.4,61.5,ECE,BCA,"linux, machine learning, streamlit, xgboost","Built projects using linux, machine learning, streamlit, xgboost. Completed 0 projects, 3 internships, and worked on model evaluation.",0
5.57,1,6,1,0,66.0,44.3,AI&DS,M.Tech,"pandas, statistics, tableau","Built projects using pandas, statistics, tableau. Completed 6 projects, 1 internships, and worked on model evaluation.",0
7.6,2,7,2,0,67.9,75.1,Civil,B.Sc,"deep learning, fastapi, linux, machine learning, scikit-learn, xgboost","Built projects using deep learning, fastapi, linux, machine learning, scikit-learn, xgboost. Completed 7 projects, 2 internships, and worked on model evaluation.",0
5.82,1,1,3,1,73.5,42.5,AI&DS,B.Sc,"excel, fastapi, git, machine learning, opencv, pandas, power bi, python","Built projects using excel, fastapi, git, machine learning, opencv, pandas. Completed 1 projects, 1 internships, and worked on model evaluation.",0
8.28,3,5,2,1,78.0,58.8,AI&DS,MCA,"deep learning, excel, git, java, model deployment, power bi, statistics, streamlit","Built projects using deep learning, excel, git, java, model deployment, power bi. Completed 5 projects, 3 internships, and worked on model evaluation.",1
5.75,1,4,1,0,96.5,57.1,EEE,B.Tech,"data cleaning, fastapi, git, linux, machine learning, pandas, statistics, streamlit, tableau","Built projects using data cleaning, fastapi, git, linux, machine learning, pandas. Completed 4 projects, 1 internships, and worked on model evaluation.",0
7.03,3,3,3,1,57.1,35.7,IT,M.Tech,"cloud, excel, feature engineering, git, numpy, opencv, pandas, scikit-learn, statistics, tableau, xgboost","Built projects using cloud, excel, feature engineering, git, numpy, opencv. Completed 3 projects, 3 internships, and worked on model evaluation.",1
7.41,1,2,2,0,72.4,59.1,ME,BCA,"nlp, opencv","Built projects using nlp, opencv. Completed 2 projects, 1 internships, and worked on model evaluation.",0
6.99,3,2,1,0,69.1,71.9,ME,B.Tech,"docker, excel, linux, machine learning, scikit-learn, sql","Built projects using docker, excel, linux, machine learning, scikit-learn, sql. Completed 2 projects, 3 internships, and worked on model evaluation.",0
7.42,2,3,0,2,72.4,43.9,IT,BCA,"data cleaning, docker, opencv, statistics, tableau","Built projects using data cleaning, docker, opencv, statistics, tableau. Completed 3 projects, 2 internships, and worked on model evaluation.",0
8.5,1,0,3,1,44.2,67.2,ME,B.Tech,"docker, linux, opencv, xgboost","Built projects using docker, linux, opencv, xgboost. Completed 0 projects, 1 internships, and worked on model evaluation.",0
8.77,1,5,1,0,75.6,68.1,AI&DS,B.Tech,"data cleaning, docker, feature engineering, linux, model deployment, numpy, scikit-learn, streamlit, xgboost","Built projects using data cleaning, docker, feature engineering, linux, model deployment, numpy. Completed 5 projects, 1 internships, and worked on model evaluation.",1
7.58,3,1,1,1,59.1,84.0,ME,MCA,"cloud, docker, excel, linux, model deployment, numpy, power bi, scikit-learn, statistics, xgboost","Built projects using cloud, docker, excel, linux, model deployment, numpy. Completed 1 projects, 3 internships, and worked on model evaluation.",0
8.65,1,4,2,1,85.1,47.1,Civil,M.Tech,"deep learning, machine learning, nlp, pandas, python, tableau","Built projects using deep learning, machine learning, nlp, pandas, python, tableau. Completed 4 projects, 1 internships, and worked on model evaluation.",1
8.29,2,4,2,0,86.7,64.3,ME,B.Tech,"machine learning, power bi","Built projects using machine learning, power bi. Completed 4 projects, 2 internships, and worked on model evaluation.",1
7.08,1,2,3,0,80.9,57.0,Civil,BCA,"fastapi, machine learning, python, sql, streamlit","Built projects using fastapi, machine learning, python, sql, streamlit. Completed 2 projects, 1 internships, and worked on model evaluation.",0
6.34,1,4,2,2,50.0,63.2,Civil,BCA,"cloud, data cleaning, deep learning, docker, opencv, tableau","Built projects using cloud, data cleaning, deep learning, docker, opencv, tableau. Completed 4 projects, 1 internships, and worked on model evaluation.",1
6.13,1,2,3,1,67.6,48.0,AI&DS,BCA,"git, machine learning, model deployment","Built projects using git, machine learning, model deployment. Completed 2 projects, 1 internships, and worked on model evaluation.",0
7.09,3,3,1,2,53.0,74.9,Civil,B.Sc,"data cleaning, deep learning, git, java, linux, machine learning, power bi","Built projects using data cleaning, deep learning, git, java, linux, machine learning. Completed 3 projects, 3 internships, and worked on model evaluation.",0
7.25,0,6,4,0,50.0,71.1,EEE,MCA,"data cleaning, docker, git, power bi","Built projects using data cleaning, docker, git, power bi. Completed 6 projects, 0 internships, and worked on model evaluation.",0
6.25,1,4,0,3,63.9,58.6,CSE,MCA,"cloud, docker, git, opencv, power bi, scikit-learn, streamlit","Built projects using cloud, docker, git, opencv, power bi, scikit-learn. Completed 4 projects, 1 internships, and worked on model evaluation.",0
6.01,0,2,0,3,57.6,67.9,ECE,BCA,"excel, feature engineering, nlp, numpy, opencv, power bi, xgboost","Built projects using excel, feature engineering, nlp, numpy, opencv, power bi. Completed 2 projects, 0 internships, and worked on model evaluation.",0
6.84,1,3,2,0,73.7,71.0,IT,B.Sc,"data cleaning, machine learning, numpy, power bi, python, statistics","Built projects using data cleaning, machine learning, numpy, power bi, python, statistics. Completed 3 projects, 1 internships, and worked on model evaluation.",0
7.0,2,2,0,1,83.6,56.0,ME,M.Tech,"fastapi, feature engineering, machine learning, nlp, statistics, streamlit, tableau, xgboost","Built projects using fastapi, feature engineering, machine learning, nlp, statistics, streamlit. Completed 2 projects, 2 internships, and worked on model evaluation.",0
8.17,1,2,3,3,64.7,61.7,CSE,B.Tech,"cloud, docker, pandas, power bi, python, sql, statistics","Built projects using cloud, docker, pandas, power bi, python, sql. Completed 2 projects, 1 internships, and worked on model evaluation.",1
7.1,2,6,3,2,34.6,32.2,EEE,B.Sc,"deep learning, docker, git, java, linux, machine learning, opencv, sql, statistics, streamlit, tableau","Built projects using deep learning, docker, git, java, linux, machine learning. Completed 6 projects, 2 internships, and worked on model evaluation.",1
7.67,0,2,2,0,94.9,35.6,AI&DS,M.Tech,"excel, java, machine learning, nlp, pandas, tableau","Built projects using excel, java, machine learning, nlp, pandas, tableau. Completed 2 projects, 0 internships, and worked on model evaluation.",0
6.82,2,2,3,0,62.5,74.5,Civil,B.Tech,"data cleaning, docker, opencv, sql, statistics, streamlit, xgboost","Built projects using data cleaning, docker, opencv, sql, statistics, streamlit. Completed 2 projects, 2 internships, and worked on model evaluation.",0
6.24,2,2,2,2,68.6,66.9,ECE,B.Tech,"cloud, docker, excel, git, machine learning, model deployment, numpy, scikit-learn, sql, tableau, xgboost","Built projects using cloud, docker, excel, git, machine learning, model deployment. Completed 2 projects, 2 internships, and worked on model evaluation.",0
8.74,1,3,1,1,75.1,60.8,IT,B.Sc,"data cleaning, excel, git, python, sql, statistics, tableau","Built projects using data cleaning, excel, git, python, sql, statistics. Completed 3 projects, 1 internships, and worked on model evaluation.",0
7.95,2,3,2,3,68.4,61.6,Civil,M.Tech,"cloud, data cleaning, deep learning, model deployment, numpy, python, streamlit","Built projects using cloud, data cleaning, deep learning, model deployment, numpy, python. Completed 3 projects, 2 internships, and worked on model evaluation.",1
9.36,0,1,1,0,88.8,77.1,ECE,B.Tech,"cloud, deep learning, excel, java, machine learning, nlp, streamlit","Built projects using cloud, deep learning, excel, java, machine learning, nlp. Completed 1 projects, 0 internships, and worked on model evaluation.",0
6.87,0,1,0,2,68.0,66.4,ECE,B.Sc,"deep learning, git, numpy, pandas, scikit-learn, tableau, xgboost","Built projects using deep learning, git, numpy, pandas, scikit-learn, tableau. Completed 1 projects, 0 internships, and worked on model evaluation.",0
7.78,1,2,1,2,80.0,52.0,AI&DS,M.Tech,"machine learning, model deployment, opencv, pandas, power bi, streamlit","Built projects using machine learning, model deployment, opencv, pandas, power bi, streamlit. Completed 2 projects, 1 internships, and worked on model evaluation.",1
7.42,0,2,0,0,80.8,63.1,CSE,BCA,"deep learning, power bi, statistics, tableau, xgboost","Built projects using deep learning, power bi, statistics, tableau, xgboost. Completed 2 projects, 0 internships, and worked on model evaluation.",0
7.23,1,4,2,1,42.7,69.5,EEE,MCA,"opencv, scikit-learn, sql, tableau","Built projects using opencv, scikit-learn, sql, tableau. Completed 4 projects, 1 internships, and worked on model evaluation.",0
7.94,1,2,1,0,75.6,67.2,AI&DS,B.Tech,"cloud, feature engineering, opencv, python, statistics, streamlit","Built projects using cloud, feature engineering, opencv, python, statistics, streamlit. Completed 2 projects, 1 internships, and worked on model evaluation.",0
6.84,1,6,4,1,78.7,56.4,AI&DS,B.Tech,"java, scikit-learn, statistics, xgboost","Built projects using java, scikit-learn, statistics, xgboost. Completed 6 projects, 1 internships, and worked on model evaluation.",0
8.3,0,1,4,2,63.4,63.0,ECE,BCA,"cloud, docker, feature engineering, linux, model deployment, sql, statistics, tableau","Built projects using cloud, docker, feature engineering, linux, model deployment, sql. Completed 1 projects, 0 internships, and worked on model evaluation.",0
7.87,1,5,1,0,68.5,76.3,IT,BCA,"deep learning, fastapi, machine learning, opencv, pandas, scikit-learn, statistics","Built projects using deep learning, fastapi, machine learning, opencv, pandas, scikit-learn. Completed 5 projects, 1 internships, and worked on model evaluation.",1
7.43,0,4,0,0,62.8,73.9,ECE,MCA,"data cleaning, excel, linux, streamlit","Built projects using data cleaning, excel, linux, streamlit. Completed 4 projects, 0 internships, and worked on model evaluation.",0
6.85,2,3,1,1,60.5,44.8,IT,MCA,"cloud, excel, feature engineering, numpy, power bi","Built projects using cloud, excel, feature engineering, numpy, power bi. Completed 3 projects, 2 internships, and worked on model evaluation.",0
8.67,1,2,4,2,81.4,69.2,IT,B.Tech,"data cleaning, machine learning, pandas, power bi, streamlit, tableau","Built projects using data cleaning, machine learning, pandas, power bi, streamlit, tableau. Completed 2 projects, 1 internships, and worked on model evaluation.",1
5.6,2,2,2,2,61.3,65.8,IT,B.Sc,"java, linux, machine learning, nlp, opencv, power bi, sql, tableau, xgboost","Built projects using java, linux, machine learning, nlp, opencv, power bi. Completed 2 projects, 2 internships, and worked on model evaluation.",1
6.67,2,6,2,0,30.1,60.1,CSE,MCA,"deep learning, fastapi, linux, pandas, scikit-learn, statistics, streamlit, xgboost","Built projects using deep learning, fastapi, linux, pandas, scikit-learn, statistics. Completed 6 projects, 2 internships, and worked on model evaluation.",1
8.47,2,6,3,3,61.7,63.7,EEE,B.Sc,"cloud, pandas, streamlit","Built projects using cloud, pandas, streamlit. Completed 6 projects, 2 internships, and worked on model evaluation.",1
